address,transfers,lp,stake,total amount,day average total amount,allocated_amount
0xAD015354489C3977647e8655f1c36EF402b71d27,59013437242456536,0,0,59013437242456536,139511671967982.3546099290780,105034464702325
0xDA44B8414e1c001d3fdC0C5E6D366f94459bc3e6,396650393474801860608,396650393474801860608,0,793300786949603721216,2813123357977318160.340425532,2117922478303937925
0xB38A41ADEdD4Efddd716199b977356d0b7aFf472,2480452134037053440,1240214190344426496,0,3720666324381479936,11727849916609707.87706855792,8829572613702258
0x172f0200bf622ce8aebF8f2E3F32e9AC01564988,2613205245448802533376,561291973603680976896,0,3174497219052483510272,8831652937721429047.678486998,6649106312503924300
0xD77C822227F0943f6D39A80aEA4eAA5278c69648,30000000000000000,10000000000000000,0,40000000000000000,118203309692671.3947990543735,88991990307894
0x5ed596D6b8CcDA6067cA0CC35b2B279581f249B0,540673819397925306368,44455535622059491328,0,585129355019984797696,1488380356127764276.652482269,1120560249720278568
0x8a3267915820045CEb4a07ad6A93e25163562d41,6068881400874494066688,0,0,6068881400874494066688,14347237354313224743.94326241,10801636696127742110
0xb4065A1899e504D769b47335775EC5517764A62f,100000000000000,0,0,100000000000000,236406619385.3427895981087470,177983980615
0xe354821a44Ee84d92e48016c948A6F1cF4cD3081,124001366625734000640,0,0,124001366625734000640,293147438831522460.1418439716,220702568338461052
0x69Cba4a5722A3A6048a38c32a4cA5ebeE4eB88E8,100000000000000000000,0,0,100000000000000000000,236406619385342789.5981087470,177983980615789966
0xc1A44ce66427f8cAc2D80f0b85373f3702adB1E0,283779881772357287936,135241194845760520192,0,419021076618117808128,1310312698496166260.803782506,986498053802906368
0xE3dFB1beE32d13bD09841e52387D05eEA58Ed61f,3129384337071303294976,0,2585879204213808955392,5715263541285112250368,19770699490202626226.21285645,14884810772109042767
0x73A27cd83144148D201081422BD8B41C410Ac260,3494114817439474122752,0,0,3494114817439474122752,8260318717351002654.260047281,6218964639364918610
0x24e3A2a3c2D7d5480baA54F27c3D503B9D641008,15941889682810097664,0,0,15941889682810097664,37687682465272098.49645390071,28374009842843344
0xa5107C565B00569B1f0CDdB0b4D9EF7D87611E82,25662763118283874304,0,0,25662763118283874304,60668470728803485.35224586288,45675607333922467
0xFB69e3736d52Ec49795942db00cAC28450c9f3Ab,1021182488046048772096,422541220738995322880,0,1443723708785044094976,4411973828662031720.699763593,3321652610403352603
0x124B3F4f743Cb24ee517e31e73398cfd524f165B,254275438884636065792,65733279681621172224,0,320008718566257238016,911919617607277565.5791962175,686558963388464783
0xd20A94Ab14A2f4F120DDA97e48708f8826936fF9,132499581418126688256,50628483883429265408,0,183128065301555953664,552615955520059619.5555555556,416049211189543632
0xfE478ab12408650C5Aa4d2Ff7a9E3b9B94fCA786,217691173362057904128,57691173362057904128,0,275382346724115808256,787407848903483953.6264775413,592817509426504721
0x56d2cDCEaF4e8e0aB34E89cB91C0038Ae21B4694,329999998000000008192,0,78000000000000000000,407999998000000008192,1153347580870293095.706539075,868323374407229884
0xEb49E62342C782Cfe8a72aDAFCE68C9d8e284928,523499222473419128832,0,261749611236709564416,785248833710128693248,2489977298744135008.244324544,1874634781486622387
0x1e0E77Bd3D43859c609bE03F5036a4C9a8a958Ca,2132699311020378161152,0,874666452024591646720,3007365763044969807872,9226849290323857864.686370989,6946638674939045614
0xd9bDEc93de43CE7667c27A3660845B1B2Ab1C477,311526492847296741376,0,0,311526492847296741376,736469250230015937.0591016548,554467252642382949
0x6611C522f2EdF4EabAbD559Dc686326481d43157,1560737770191432960,0,0,1560737770191432960,3689687399979746.950354609929,2777863210360832
0x7EF9D0f69EB11D17cC917FCa71E83ed8B53DBe50,809158753881038520320,0,404579376940519260160,1213738130821557780480,3848691348049099028.295949416,2897572868595403353
0xFE4492e1196bA085CD5c4184880c653792b09aBC,1218788596000000049152,0,0,1218788596000000049152,2881296917257683331.328605201,2169248458452098778
0xf47C273e18AcD72868bCBB967B89F2dAA9bb8a3d,176000000000000000000,0,0,176000000000000000000,416075650118203309.6926713948,313251805883790341
0xB5F0C38794973F5c06545BD2D9bdc42D1237aA90,50151540689386463232,0,0,50151540689386463232,118561561913443175.4893617021,89261708459117620
0xB5a6448Ee459f794F8de4ddDEB6FCda029faE33F,340734635381730,0,0,340734635381730,805519232580.9219858156028369,606453067389
0x3516151156C69d88e009b9545b0C159F7f769E23,87759461949224189952,0,0,87759461949224189952,207469177184927163.0070921986,156197783744228754
0xfDfaAF048C4258Ad169F9170133bB00Aa80da890,7209448356551677952,0,0,7209448356551677952,17043613136055976.24586288416,12831663165430326
0xD7196731689331bd2746211196a81d744B2B07be,6477868509328943611904,0,0,6477868509328943611904,15314109951132254401.66430260,11529568231960389477
0xaA335457Eeb37C60729B02c66d1815076b8415b5,17623728595049650176,0,0,17623728595049650176,41663660981204846.75177304965,31367413686392602
0x2C674e699505D71D4A473Fb13D9C75b5B6103385,452710920816950400,0,0,452710920816950400,1070238583491608.510638297872,805752917552405
0xA52f32E3612aFB089A500A79eB8B83c744D52Eb6,19938427680510492672,0,0,19938427680510492672,47135762838086271.09219858156,35487207257973096
0x0EBFeBcA89E8cD97276f6d0CE9a2AD10c7d5092a,100679213905612767232,0,0,100679213905612767232,238012326017997085.6548463357,179192872561895544
0x611151b4126C768E24EcCf14CF167C9d3F0fA377,66675616448155648000,0,0,66675616448155648000,157625570799422335.6973995272,118671916254543815
0x4591cAfa9B45a3D27D4E25e69320CAD9e3507Eb1,227472241379949576192,0,0,227472241379949576192,537759435886405617.4751773050,404864150003992417
0x758e2fCd4F88651E6e164E01dA18861513b0F984,14170675461167259844608,758342048827670265856,9038787613602316550144,23967805123597246660608,80333744028727401442.89244064,60481045654212058948
0xcbC01F7DbEddE1270E32801F1B40EEDD6a0BF23F,47630443609373458432,0,0,47630443609373458432,112601521535161840.2647754137,84774559520922027
0x182a53f1CEa1b878C15A5d4123B5331D1F13b457,240234831504852090880,0,0,240234831504852090880,567931043746695250.3073286052,427579515937971633
0x7455f51734E7E88da9D2006Db673eD1b6Bd987Fc,195470765539868803072,90161682343014219776,0,285632447882883022848,888402199115596318.2600472814,668853351896537453
0xB955DB051Bf09a645c26730752E28F5E3776088F,57739473576817408,28869736788408704,0,86609210365226112,272999875067694.6004728132388,205534026917243
0x60F0DDc964c7511c01a7508973c92c06b6ca4e89,262695818833444535795712,0,159821772323054090715136,422517591156498626510848,1385727779800714743785.066069,1043275974843975100572
0xCF7C545eA582E079a1b738F8d214EDDF4528402c,0,166733366405822840832,0,166733366405822840832,788337429814765204.8794326242,593517365087587571
0xC55c9F640F74ab22f3E3b58e5D82ff8D56a47C81,11227795316598882304,5613897658299441152,0,16841692974898323456,53086502678954526.26004728132,39967354079751856
0xF9fB8a850F7E51280B4E74f8c880044196A1756E,143542465454986035200,0,0,143542465454986035200,339343889964505993.3806146572,255482593890829354
0x7710172e03eBdB1a69dE55AcE67975C5513832f8,105225004005860136976384,37043817410495023939584,0,142268821416355160915968,423906947581206110769.6264776,319147772331242506811
0xF272B3090EF0Ace470D0c389eB535f73e476De1e,50000000000000000000,0,0,50000000000000000000,118203309692671394.7990543735,88991990307894983
0x8B257e760A44B8B26b004DFADBfF4a34E1DccC94,1165174818821055971328,10178285138174713856,0,1175353103959230685184,2802674678717270446.903073286,2110055957765231553
0xE76002f98733D92bfc03A784FA8f732B4bd19B36,5101163964261792219136,835630343865984352256,2831607124581082464256,8768401432708859035648,29558819617954391795.02437590,22254014678549260782
0x89f5c1C1E5FD66FD2fad6Ff6594421ee1c8Eef12,1303525403632831299584,0,0,1303525403632831299584,3081620339557520802.799054374,2320066401723756384
0x0B52509600b4aBaf42cadE8841062070251024D3,132799021368754896896,0,0,132799021368754896896,313945676994692427.6501182033,236360984450923491
0xD632c59a5A877DCDdaA5004E22Bb54c104254131,29421690012997693472768,10672463919726288961536,705802065856560758784,40799955998580543193088,123392688418557715143.5541529,92898929483107471168
0x2930A23d0Fe86F0E433779c963539e8c49fFda7A,62769007417405325312,0,0,62769007417405325312,148390088457222991.2813238771,111718777994518460
0xf9518a09e3B474233b5eB67f30dbb439BcFc724E,1190735180472388943872,762394634035284148224,0,1953129814507673092096,6419679547382877636.690307329,4833198508111734407
0xDB4a050Be2afA534da940267c3E95DDb17A6EC5e,1358145531194716717056,1114066911270070386688,0,2472212442464787103744,8478201781879095722.061465720,6383002749779526451
0xE3bd2313806Cc94Fdb300C459226BEea6c72E0dE,139218461577445425152,69425129119031156736,0,208643590696476581888,657372860083942644.5011820331,494917776375008607
0xf0F0BC4CF0413b24086448Fe9BB61545322a12DB,10452495091504252928,2451314131660786176,0,12903809223165039104,36300528025592967.56501182033,27329659775383834
0x5dCA683ceF98BD286cEC4D44fB7236B163F955c8,6573042185299892224,0,0,6573042185299892224,15539106821039934.33569739953,11698962128951857
0x428933D11689cA56171d63a25F66Bb5Aa703A0cF,981644970540520046592,0,490822485270260023296,1472467455810780069888,4669106633097929797.323017408,3515240760343455582
0x921a9B4D5b5290F22cff6C9430b7C8aEB01aA66a,1113143705010466324480,92570943137165967360,478032949433504104448,1683747597581136396288,5356472068828204467.455111020,4032739114268846190
0x348B2AD260DE4F44C6dE40B7B975D147ed249CAa,13221474984863547392,0,0,13221474984863547392,31256442044594674.68557919622,23532107474181055
0xc529FD4E02F2872455E49931381761483297aac5,939909898844794126336,0,620000000000000000000,1559909898844794126336,5188516394160665698.465325144,3906289949596291602
0xec69826C7611B308cdE017054aB9B59ECC8b4237,431476532976931504128,0,0,431476532976931504128,1020039085051847527.489361702,767959108815344372
0x9B4Cccf507C23C955b49a6506122a01E69Ca6c9D,800000000000000000,300000000000000000,0,1100000000000000000,3309692671394799.054373522458,2491775728621059
0xbE71D170d96502cE3f86b8383D3BA0b3235D8fB3,10000000000000000,0,0,10000000000000000,23640661938534.27895981087470,17798398061578
0x4d63c5eEe30FCbb47AC564dBE606D96147ac7256,712655973563942912,0,0,712655973563942912,1684765894950219.650118203310,1268413469845317
0x3A84D71FEB462804b98Fc24E18FE6219AF607E92,2749875774380236288,0,0,2749875774380236288,6500888355508832.832151300236,4894338365231223
0x1067cE05Eb7bD7471C1333E5B106aABF0f7397Ad,917286130487733911552,890067306574569275392,0,1807353437062303186944,6376881190630904166.278959810,4800976813480948658
0xAB9BbE08729a44308fcc468F6b82929f629A00e4,2554179616226218496,1277089808113109248,0,3831269424339327744,12076499367499851.04491725768,9092061106073062
0x0655e6Ff0088A97004552b730EfBFD54015e3CC6,534014238472031240192,0,0,534014238472031240192,1262445008208111678.940898345,950459798687618490
0x9AfB414926f85A3cB62A43B652cd2f7883F221B8,155860780923371552768,0,19844588996083855360,175705369919455408128,463415389712671229.0405963329,348892581578841447
0x7af08fB3C148e30F20dA03285216210693631C53,16106364902112650854400,246187243973821759488,8527918579930491781120,24880470726016964395008,80043956834110416001.55354214,60262872920455639033
0x26B9C21Ab95aF4c9DdFB63a9791D04AC86A5e52d,134303947928250482688,0,0,134303947928250482688,317503422998228091.4609929078,239039512646857989
0xa7E050503CF03837da4597Ad6329eD7359C81733,46823173188871086080,0,0,46823173188871086080,110693080824754340.6146572104,83337747492178078
0xC86c3B6890F84D63dd09B819634103A5e0bc3359,1185119673285172264960,0,0,1185119673285172264960,2801701355284095189.030732861,2109323169573794390
0x82Dd1B5B7A8F70dcF37691D39106Ea52AC166099,445401048369854218240,0,200000000000000000000,645401048369854218240,2009895360201109998.214621014,1513194417990056348
0xc328aF5af8C6A97f17B8793450D891E4A76e0a0d,1242359109838359232512,0,0,1242359109838359232512,2937019172194702677.333333333,2211200197233206079
0x225223ADBB107682943Ef1a0df371AE1Ee9ABBd6,727414723790218592256,0,363707361895109296128,1091122085685327888384,3459883169362006606.305473549,2604849984952685182
0x28b3716F75EC9C7f1072425c978240Ff53Ee8eCC,10871890972672935329792,0,0,10871890972672935329792,25701869911756348297.38061466,19350224321372016498
0xb55c2b2b0e14D0Fd2485261e21d4393d0a0f15c5,2179513418911378833408,0,1089756709455689416704,3269270128367068250112,10366660927892981318.76507516,7804771213419617944
0x02341DcD6c9f5AB1102f7152257cDB547Eb841Fc,7456254531741176299520,0,2599957797118963875840,10056212328860140175360,30067068731155084620.90105987,22636661325868617039
0xbF05d2C836aaB7B4fdDA936CD975D0D428EEFbBF,1396806400747262976,500000000000000000,0,1896806400747262976,5666208985218115.782505910165,4265931439704021
0xd39524Ab918DcBf2D43aB4bfFDc2AC77D0596370,3683697696903053967360,117063980131109027840,2572099206542523891712,6372860883576686886912,21568693957662056839.49841076,16238470890745457665
0xa59379Cc2Fd562775324e61D820f446cF25B3073,11029037763894392832,0,0,11029037763894392832,26073375328355538.60992907801,19629920435797951
0x147739434710453742fefb9b898ceA6512facdA5,73077090832144678912,0,0,73077090832144678912,172759079981429500.9739952719,130065515181267612
0x9cc6f76e18743C5551ef26EC30A3f98069D179fc,1000008550708112384,0,0,1000008550708112384,2364086408293409.891252955083,1779855025048568
0x4A4a9423BdBF211a0ddfD41A8CDe7d084a2Ff1eE,323577022636186337280,0,0,323577022636186337280,764957500321953516.0283687943,575915265245940203
0xaD1DECc60Eb86B3C4Db372d156bd1BB3a3Edf1E2,323406960015414788096,0,0,323406960015414788096,764555461029349380.8416075650,575612581023951465
0x30708d22419240d62180A7E1C009Eb37fB0C068e,65442069047314822987776,21237356040036070457344,22967356967242677878784,109646782054593571323904,365014074143082880296.1372741,274808962903349727044
0x81805a5b721234afb4400fa7F21F8445444303Be,5457503254413969457152,0,0,5457503254413969457152,12901898946605128740.31205674,9713481534442265996
0x42D812C65C06E441CB54c5e66a3422859ab83cB9,31802500732612828463104,0,15893381527999998853120,47695882260612827316224,151228104555748760433.6590542,113855441526109183528
0x5b9915aa990cEA3f67e0AF53C05573Aafc420656,2859770434283351048192,301689967650737291264,0,3161460401934088339456,8187116712966490852.765957447,6163852882497514646
0xeD13B3250Aee0cC569e54c1E5Fa358E4bB9ECc9B,493946498841972928,0,0,493946498841972928,1167722219484569.569739952719,879145640751270
0xD8BA422283C9Fda3CDc4B0Dd9196922E5977068c,8904527312893517824,0,0,8904527312893517824,21050891992656070.50591016548,15848632166508121
0x685873F5a6BFd19e20687861EB25B9D75c8De51c,20000000000000000,0,0,20000000000000000,47281323877068.55791962174941,35596796123157
0xf6469A4903334Ee7A59b570b2A38Bf79044dE66F,76300585518660812800,0,0,76300585518660812800,180379634795888446.3356973995,135802819339267507
0x7137dFA9d6237F9e63544bff8E0a6e2C05d127F9,13803263672523827200,0,0,13803263672523827200,32631829013058693.14420803783,24567598139251186
0xf67A4C0F0201675da0D5aD6FE2d7Ec70ccb906c6,1000000000000000000,0,0,1000000000000000000,2364066193853427.895981087470,1779839806157899
0xC2b71736aedf6880AacFbcc48D5850378ed7Ef8B,12379289087696111616,6189644543848055808,0,18568933631544167424,58530917672322040.73758865248,44066302980435299
0xC966dCBe42C1482527D3E57103c1fb935271566E,42184185386000000745472,0,0,42184185386000000745472,99726206586288417837.99527187,75081092340347145326
0xd27C66b01748688B5297ea658aD8e5D0de174A27,484512525897142566912,0,0,484512525897142566912,1145419682971968243.290780142,862354680173844569
0x67ed5A19C907b547E4be4dDe96Af49Ec217B7b9A,2678774833114435584,0,0,2678774833114435584,6332801023911195.234042553191,4767790079711057
0x27FD2f1B3fAE7673c1478F32903ea3aCf3c9300f,1860599254755661578240,933047447978010345472,215650849272220024832,3009297552005891948544,9841973901850426603.814087120,7409748917870881424
0x1d79940770E5D4513445506156943598c9e8fE9e,252475046743162945536,0,131632112816782147584,384107159559945093120,1226686444408473356.691845668,923538168731947663
0x374E0A3b92c09466268E8070a47d34A1277E4207,39125149125978416480256,11658713088639859949568,12519150062155012767744,63303012276773289197568,207518620863421684980.2463606,156235008517112114174
0x8830a1ebC4C93cDCdd817a4008D0e7D6E0493093,145292692755484344320,0,0,145292692755484344320,343481543157173390.8274231678,258597718110080528
0x79dc5af5A04bd8562D27928fFBa505e57f8B6302,3781955487319745024,0,0,3781955487319745024,8940793114231075.706855791962,6731274921448979
0x1eA7bCa998233EE900298B6B014d55D7D00A1A56,1000000000000000000,0,0,1000000000000000000,2364066193853427.895981087470,1779839806157899
0x4e4BB5F958e0c8155D41ba24C20ab9f26a3565d7,10689804135338822598656,87425046679527620608,0,10777229182018350219264,25684761769971342411.04491726,19337344076378235826
0x36CC30FA07b6EC92f3e99CE60C0d70Be20DcC72b,9876703817958748160,0,0,9876703817958748160,23349181602739357.35224586288,17578950608834685
0x6F4a9a3834b519fFfb74DaB46B8e774c0eF6868B,1491815437257972908032,737314284877363675136,0,2229129722135336583168,7012869992937825669.749408983,5279795126419747592
0xDE71fcB23130f1f535BaBBacbCB29A8E7C6C4524,177412397801858848,0,0,177412397801858848,419414652013850.7044917257683,315765647713668
0xa252160036F1e3ACb5a9669A40f3339cD609375F,41852776564382180048896,2449720883573556772864,25772960463956899528704,70075457911912636350464,233840939151236789642.4288574,176052351195933925112
0xF27dA3bB7076Ea6cE77f7530D5865CDE86683F83,5331198226328942804992,672979209565758160896,0,6004177435894700965888,15785240296596830086.95981087,11884269189542275172
0x71E804E532304ae6e97691e4E7292F51b944834F,530724641405864509440,0,0,530724641405864509440,1254668182992587492.765957447,944604842883034700
0x46Ef5Adba68089B72ec056F8D07B7243097E4C1f,2840916378937316081664,341121588811803066368,1579069359164626042880,4761107326913745190912,15884338188693989830.53197145,11958877241347021175
0x75A3480157997737577f0a683f9070dC94D6062c,8279894194759689216,0,0,8279894194759689216,19574217954514631.71631205674,14736885278609004
0x9de0bBB3D6401C70c105E985124bb2c0D91ca0D2,4007133651730164736,2671422434486776320,0,6678556086216941056,22103968134051341.31442080378,16641463957869829
0x03DB5429dd50d1EFc1EBfA183Cec6Ed44BCae7dD,611927286823268736,0,0,611927286823268736,1446636611875339.801418439716,1089132543562256
0x0677ed28E3c8C27c873D30ffFcdF3169F955b474,4938758155442535268352,1354242064970753245184,1230033744326495830016,7523033964739784343552,23963915883305309123.36407751,18041766982422639451
0x6fc792830c48158524bB537bdA35194bDaaC8d7D,52989727000706596864,0,0,52989727000706596864,125271222223892663.9810874704,94313225433297651
0x1A27B89793329CbD46f4D5A5130BE3c4D88Cf2a4,447092254864826695680,0,0,447092254864826695680,1056955685259637578.439716312,795752592233311421
0x27Ef8248567e7A5381a2b272e17ca47B2bDb44c4,207839898741021016064,0,128920024055765762048,336759922796786778112,1108189498710083021.748051625,834325108027268273
0x042EF75f48898D54F6716B7A1f111623e8d54eD4,8073051932000000147456,0,0,8073051932000000147456,19085229153664302949.06855792,14368739185753537677
0x9941C7985d5D877bDc8AB9796B8eB1554C043d17,26562403342722109440,9981621892147939328,0,36544025234870048768,109989709520137087.6973995272,82808198763922537
0xA9614b587c1acA6942DBeE8E15565e0a3fee05c2,15777865815987347456,0,0,15777865815987347456,37299919186731317.86288416076,28082073635512271
0xBEb991Bd528Ae4e77A7c0d2D96f9e83e10f56d4c,4523756109030772736,0,0,4523756109030772736,10694458886597571.47990543735,8051561196202944
0x6DB2397f186289973C43F0C922383d437c64Fe2D,2774769520859732992,0,0,2774769520859732992,6559738819999368.775413711584,4938645246139835
0xa3872bB17bEd808915C5594814D127864e310b1B,6074906477087428706304,0,0,6074906477087428706304,14361481033303613962.89361702,10812360366606658271
0xbDd9063F231a7A9185Dee1d107D300e349B5C9a1,3016372925915238400,0,0,3016372925915238400,7130905262210965.484633569740,5368660603760914
0xBd9a8960eFb6710d1362179A08eEDAcccbE7db55,3644613836914658639872,380906196280260427776,2370546045962147594240,6396066079157066661888,21759408863577555475.32589049,16382054848782932384
0x705f9Db9Bd4Bd0a2D20f6955316f7F2aec561E73,4187865775942791593984,2087146436177798627328,0,6275012212120590221312,19768696568081297514.51536643,14883302827649008715
0xCAB9E51CcFf611d9307cf8f798EDA6fA69A88e27,541384728956362948608,52872418353651957760,326264574258058493952,920521721568073400320,3090931647209667984.938387232,2327076626754579574
0x5394D94629988ac9bD4fFBa65E254266030918C7,64173576139458248704,0,0,64173576139458248704,151710581889972219.1583924350,114218685316512584
0x051495F0583515a925029096B2C97D2B86E715F2,84758029428711555072,0,0,84758029428711555072,200373592030050957.6170212766,150855714668723529
0x6dcEA467ab15e37C7eD9C5CF8D1BAe62Dfe58347,214141011658427334656,107070505829213667328,0,321211517487641001984,1012487052758521676.860520094,762273393361183680
0xb6ab9Ea5E00c6EA7dBE73Dafa68a89882B543730,341078471468306241945600,0,0,341078471468306241945600,806332083849423739824.1134752,607065040542782894349
0xc3C865BfFBF734542C70B3d01605DBCb41D96bE7,56151902507607556096,0,28000000000000000000,84151902507607556096,266718106304817256.8242786205,200804657610107674
0xd6aaAd6639392398C8EbF7F62b83ea736A2AD242,10000000000000000,0,0,10000000000000000,23640661938534.27895981087470,17798398061578
0xA01bEDe1aa6e84419cec60e8Acef57De0E777773,488091741242827603968,0,200000000000000000000,688091741242827603968,2110818984014285850.999490990,1589177012517835727
0x30Aa9c898b006714f727A5976C1e831D90aef026,63782837968042033152,0,31891400000000000000,95674237968042033152,303377281610288607.5623875937,228404332965747878
0x5F423dCCD657fec551213869A9fb4564977d92AC,115426618118610026496,0,0,115426618118610026496,272876165765035523.6312056738,205440889617688779
0x8500EdA7591aBD2eE46Fa256B69aba0bfD5d6201,75581948547612,0,0,75581948547612,178680729426.9787234042553191,134523760652
0x3E4208997683c0BC2F0546a10b1148a7964be367,3817682142269321216,0,0,3817682142269321216,9025253291416835.026004728132,6794862644069103
0xb55da1044F3746730029973294E89E2fb63f3DE7,11077171754207476,0,0,11077171754207476,26187167267629.96690307328605,19715591227786
0xC5B8421dd6c1E873ce22Be3b5178bBaDc979786C,1237697324656427532288,0,743333062574380285952,1981030387230807818240,6482615927722422604.611490040,4880581561629888390
0xa661328F1b094b40DDdFd1Ca9DFC991Fa7637811,3631910580933623283712,0,0,3631910580933623283712,8586077023483742987.498817967,6464219024351724840
0xD2a1E625b6641dF24942e18eDA182C48bd26EDA7,483839777366739451904,0,0,483839777366739451904,1143829260914277664.075650118,861157295559898877
0x03248222E9ccFd368864E0Aa66AC33EEDd351283,128000000000000000000,0,0,128000000000000000000,302600472813238770.6855791962,227819495188211157
0x0064bAF75675C2A0bd9Ef800a1Ac158138D46Fb0,837383869999323545600,0,628037902499492659200,1465421772498816204800,4984596939010983472.711436878,3752764653025032627
0x403b753d5Da4AA2047E1cD2033b50c794d3bc111,52403851852281839616,0,0,52403851852281839616,123886174591682835.9716312057,93270461522692600
0x1daB8Ce854D4068B40d7fC52EE9c86db76664009,4357823870838493937664,0,0,4357823870838493937664,10302184091816770538.21276596,7756228393543453051
0x736b8dFd91e4561320E7790cf6aff7EEBC465a4A,16755849554082318336,0,0,16755849554082318336,39611937480100043.34751773050,29822728022348803
0xCe6D8671CC619680194B86e67d905B1850Fff0A3,1000000000000000000,0,0,1000000000000000000,2364066193853427.895981087470,1779839806157899
0x772F9c12A44c1D745500a4A1B38bB3474d082FD5,1020833037329810849792,0,510416518664905424896,1531249555994716274688,4855501172952203584.982365649,3655572034715416003
0xEd960df840D8275BC756ef8d00Db9D3c1Aa3Db8f,1000000000000000,0,0,1000000000000000,2364066193853.427895981087470,1779839806157
0x6f2A912758cb7651278fc73F8BF22583f684965A,1375316163017283469312,0,687658081508641734656,2062974244525925203968,6541568501914641361.495085230,4924965318098127642
0x06D0ED85CC10c00978387dAFE60DEf1dF062B074,425895358671382839296,0,0,425895358671382839296,1006844819554096546.799054374,758025512621223186
0xFc2Ed479732305371aECA7a4c5670038F6156a3E,21377293404287074304,0,0,21377293404287074304,50537336653160932.16075650118,38048157748866853
0x8837C89B3cd452D32C1927308B3cD1243e6eC8d3,11678800000000000000,0,0,11678800000000000000,27609456264775413.71158392435,20786393128156878
0x4aA57f165FadE1868ce51181dea03202Dfc69af3,1461211051210997504,0,0,1461211051210997504,3454399648252949.182033096927,2600721594143162
0xc66592d3028D0975A32a3BE7596F9D73120E8d60,168120937568540033024,133550411820412469248,0,301671349388952502272,1028893052504408916.122931442,774625015106575848
0x35eb26D478E548c0BF005568CDa7FA09B416E5CF,810036238563280256,0,0,810036238563280256,1914979287383641.267139479905,1441734741825342
0x76D1006462cb31a708EC5690f997a19A276622eE,198065858721721843712,0,0,198065858721721843712,468240800760571734.5437352246,352525499593767347
0x1Bb19f1Bb0132e4400AC341e0AE2FA8eA67357B5,178034107265160577024,0,0,178034107265160577024,420884414338441080.4349881797,316872190964318118
0xBEb85b75776f4903e19cAB44feA89c89dE8617bb,115362600000000000000,0,0,115362600000000000000,272724822695035460.9929078014,205326947621871316
0x91cdA5B3FaC11B2b13B5fA9D10CbF60B3f6e631F,9857783909412476289024,0,4924343571206526468096,14782127480619002757120,46865906180365448894.43849469,35284039672134327955
0xDf268751C64f91Ef7FD10A31b655783e7b905934,2316548872807009222656,0,0,2316548872807009222656,5476474876612314947.177304965,4123085896732128269
0xE74193b93C5ae618b65F0934335E5c447578dd77,16562226404030739906560,4114586904100726636544,4054000000000000000000,24730813308131466543104,78005640326631696297.19854763,58728281009708024877
0xb9f1FF88341da69F6abedDeefBAd2beBe1dBbd40,152601152419981295616,0,0,152601152419981295616,360759225579151999.0921985816,271605605542651611
0xFA3b775B0363813eAb2426CDF7CcfB000066F764,96023601457490575360,0,0,96023601457490575360,227006150017708215.9810874704,170906628204683437
0x8E30F25B218C8b3d87c1ae8f998AfD2CDcf5Dcdf,697242575999999934464,0,0,697242575999999934464,1648327602836879277.692671395,1240980091312874510
0x6b7eD0E6c9BDF5bcF53B41F2239B8a27A7473f93,1284283881966438187008,0,0,1284283881966438187008,3036132108667702569.758865248,2285819575530860240
0x57D5813F7417594ffe7Ba5fC5c4035587F74e25B,133187841618336722976768,0,66593920809168361488384,199781762427505084465152,633496073846082233440.0097730,476941606883748632895
0xBd9fDc3A6Fe8d7d9f3653065ea69fc98428ea659,36327306252117057536,0,18163653126058528768,54490959378175586304,172787587849550631.6681710724,130086977963740713
0xEB75EB2100f38BABb45CB9326D72fB13BBcAA821,843603406876641329152,0,0,843603406876641329152,1994334295216646168.208037825,1501478924169465067
0xb035F3Ac7E1e6d9874129d160b1b4e2BF6D1196e,79465143312348610560,0,0,79465143312348610560,187860858894441159.7163120567,141435225269360268
0xCe573Df60F24Ef551eAf3D96Ae574A04D9AFFAA7,2760712022561509376,0,0,2760712022561509376,6526505963502386.231678486998,4913625151093659
0x4897903000f68e4929A152160A1F960c82C67614,3216266609289998630912,0,0,3216266609289998630912,7603467161442077141.635933806,5724439338430836392
0xdB6bdB4EB36c0eFe661ac7Ed7EDc4A69adf86999,20968781280398748418048,0,0,20968781280398748418048,49571586951297277584.03782506,37321071609472303597
0x99d14A7966e4119e94965c56D6A0eaB4C28F4d06,204148733154645245952,0,0,204148733154645245952,482621118568901290.6666666667,363352041645344579
0x72fB827538107904A7e923eb22Cd3531574D866e,449753876748265586688,0,224876938374132793344,674630815122398380032,2139214147891520798.152906444,1610554943094602416
0xf564fdDd897D3ad9b12675356c80e9DF51476d68,454705674958140096,0,0,454705674958140096,1074954314321844.198581560284,809303260376393
0x64C73a025f262C05B98a6FC85217FD93A9EC74Aa,3900418255104302,0,0,3900418255104302,9220846938780.855791962174941,6942119671099
0x98Ac9B805a397a719d357A5D57DA9DeFa4BEE502,2034857652425288704,0,0,2034857652425288704,4810538185402573.768321513002,3621720649651544
0x23Cb9014c8D7be8fb97B59Dd56e731Fc6C16d53D,2000000000000000000,1000000000000000000,0,3000000000000000000,9456264775413711.583924349881,7119359224631598
0xED8F59870f5f28a2Edc912b03c02550C947e82Fb,188806576074394304512,72077330020161814528,0,260883906094556119040,787142402162453743.6595744680,592617661944514229
0x7725aD60B7eA4e06aD3900bF953342AD9D340FEF,435437843221946695680,177500889479915700224,0,612938732701862395904,1868651589082217721.342789598,1406855903923539377
